50002	0001	IA-04
52160	0001	IA-01
50008	0001	IA-02
53190	0001	WI-05
53001	0001	WI-06
53110	1001	WI-04
54101	0011	WI-08
53101	0001	WI-01
53503	0001	WI-02
54027	0001	WI-03
54006	0451	WI-07
55003	0003	MN-04
55448	0001	MN-06
55006	0001	MN-08
55009	0001	MN-02
55901	0100	MN-01
55411	0001	MN-05
55311	1000	MN-03
55307	0001	MN-07
57001	0011	SD-00
58001	0001	ND-00
59001	0001	MT-00
60001	1000	IL-14
60009	0001	IL-08
60006	0001	IL-09
60647	0001	IL-05
60516	0001	IL-06
60081	0001	IL-10
60460	0001	IL-16
60104	0001	IL-07
60161	1000	IL-04
60401	0001	IL-02
60415	0001	IL-03
60439	0001	IL-11
60469	0001	IL-01
61957	0011	IL-15
61037	0001	IL-17
62681	0001	IL-18
62018	0001	IL-13
62018	0001	IL-12
63301	9998	MO-02
63013	0091	MO-03
63019	0001	MO-08
63031	0001	MO-01
63541	0001	MO-06
64030	0011	MO-04
64001	0011	MO-05
64801	1000	MO-07
66002	0001	KS-02
66018	0001	KS-03
66406	0011	KS-01
66842	0001	KS-04
68001	0151	NE-01
68101	0001	NE-02
68303	0001	NE-03
70001	1000	LA-01
70001	1000	LA-02
70030	0001	LA-06
70501	1000	LA-03
71259	0001	LA-05
70576	0161	LA-04
71601	2400	AR-04
72003	0001	AR-01
72001	0001	AR-02
72601	1200	AR-03
73001	0001	OK-03
73002	0001	OK-04
73008	0001	OK-05
73301	0001	TX-35
73432	0001	OK-02
74005	0001	OK-01
75001	0001	TX-24
75013	0001	TX-03
75020	0002	TX-04
75022	0800	TX-26
75043	0900	TX-32
75247	0001	TX-33
75043	0900	TX-05
75101	0001	TX-06
75115	1400	TX-30
75601	2701	TX-01
76640	0001	TX-17
77389	0001	TX-08
75928	0001	TX-36
76008	0001	TX-12
76009	0001	TX-25
76351	0001	TX-13
76068	0001	TX-11
79541	0001	TX-19
78674	0001	TX-31
78004	1800	TX-21
76943	0001	TX-23
77001	0001	TX-18
77011	0001	TX-29
77027	0001	TX-02
77045	1000	TX-09
77027	0001	TX-07
77058	1001	TX-22
77442	0001	TX-10
77404	0001	TX-27
77566	0001	TX-14
78523	0001	TX-34
78152	0001	TX-28
78253	0001	TX-20
78539	0001	TX-15
79821	0002	TX-16
80001	0001	CO-07
80110	1000	CO-01
80015	1000	CO-06
80743	0001	CO-04
80020	0200	CO-02
80132	0001	CO-05
80428	0661	CO-03
82001	1000	WY-00
83201	1800	ID-02
83501	0001	ID-01
84001	0001	UT-01
84091	0001	UT-03
84005	2000	UT-04
84010	0900	UT-02
85001	0001	AZ-07
85020	1000	AZ-09
85020	1000	AZ-06
85033	1800	AZ-03
85302	0001	AZ-08
85536	0001	AZ-01
86305	0001	AZ-04
85204	1000	AZ-05
85602	0001	AZ-02
87001	0250	NM-01
87001	0250	NM-03
87005	0001	NM-02
89001	0001	NV-04
89002	0100	NV-03
89102	1000	NV-01
89713	0001	NV-02
90640	0001	CA-40
90009	0001	CA-43
90220	1000	CA-44
90013	0001	CA-34
90024	0001	CA-33
90008	0051	CA-37
90031	0001	CA-28
90640	0001	CA-27
90607	4000	CA-38
91304	0001	CA-30
91319	0001	CA-26
91006	1501	CA-32
90620	1000	CA-39
90620	1000	CA-46
90620	1000	CA-47
92660	8034	CA-48
91331	1001	CA-29
91310	0001	CA-25
92403	0001	CA-31
91752	0001	CA-35
93515	0001	CA-08
91752	0001	CA-41
91752	0001	CA-42
91901	1100	CA-50
91901	1100	CA-51
91902	1000	CA-53
92003	0001	CA-49
92128	0001	CA-52
92201	0500	CA-36
92616	4001	CA-45
93002	0001	CA-24
93201	0001	CA-21
93205	0001	CA-23
93704	0001	CA-22
93450	0001	CA-20
93601	0001	CA-04
93606	0001	CA-16
94005	0001	CA-14
94117	0001	CA-12
95129	0001	CA-18
95002	0001	CA-17
94203	0200	CA-06
94501	0009	CA-13
94505	1000	CA-09
94505	1000	CA-15
95625	0001	CA-03
94508	0001	CA-05
94509	0001	CA-11
94901	1000	CA-02
95230	0001	CA-10
95013	3001	CA-19
96111	0001	CA-01
95632	0001	CA-07
96701	0001	HI-01
96703	0001	HI-02
96799	0001	AQ-00
96910	1400	GU-00
96952	0001	MP-00
97001	0001	OR-02
97002	0001	OR-05
97009	0001	OR-03
97005	0001	OR-01
97322	1683	OR-04
98001	1000	WA-08
98001	1000	WA-09
98004	0002	WA-01
98013	0001	WA-07
98201	1000	WA-02
98503	0001	WA-10
98305	0001	WA-06
98336	0001	WA-03
98814	0001	WA-04
99008	0001	WA-05
99501	0999	AK-00
